"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Change in Rolling Seven-Day Average of COVID-19 Cases  - 14-Day Change","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","pc_av7dy_2wk_cases","TimeFrame","GeoVintage","Source","Location"
"County","Dixie","FL","12029","=""12029""","104.72","2021-01-14","","New York Times","United States"
"County","Duval","FL","12031","=""12031""","21.75","2021-01-14","","New York Times","United States"
"County","Escambia","FL","12033","=""12033""","45.90","2021-01-14","","New York Times","United States"
"County","Flagler","FL","12035","=""12035""","47.29","2021-01-14","","New York Times","United States"
"County","Franklin","FL","12037","=""12037""","181.40","2021-01-14","","New York Times","United States"
"County","Gadsden","FL","12039","=""12039""","40.02","2021-01-14","","New York Times","United States"
"County","Gilchrist","FL","12041","=""12041""","-46.30","2021-01-14","","New York Times","United States"
"County","Glades","FL","12043","=""12043""","159.44","2021-01-14","","New York Times","United States"
"County","Gulf","FL","12045","=""12045""","12.51","2021-01-14","","New York Times","United States"
"County","Hamilton","FL","12047","=""12047""","-23.80","2021-01-14","","New York Times","United States"
"County","Hardee","FL","12049","=""12049""","46.46","2021-01-14","","New York Times","United States"
"County","Hendry","FL","12051","=""12051""","58.99","2021-01-14","","New York Times","United States"
"County","Hernando","FL","12053","=""12053""","42.58","2021-01-14","","New York Times","United States"
"County","Highlands","FL","12055","=""12055""","44.59","2021-01-14","","New York Times","United States"
"County","Hillsborough","FL","12057","=""12057""","50.66","2021-01-14","","New York Times","United States"
"County","Holmes","FL","12059","=""12059""","-10.47","2021-01-14","","New York Times","United States"
"County","Indian River","FL","12061","=""12061""","24.34","2021-01-14","","New York Times","United States"
"County","Jackson","FL","12063","=""12063""","18.64","2021-01-14","","New York Times","United States"
"County","Jefferson","FL","12065","=""12065""","-17.63","2021-01-14","","New York Times","United States"
"County","Lafayette","FL","12067","=""12067""","154.78","2021-01-14","","New York Times","United States"
"County","Lake","FL","12069","=""12069""","19.24","2021-01-14","","New York Times","United States"
"County","Lee","FL","12071","=""12071""","32.51","2021-01-14","","New York Times","United States"
"County","Leon","FL","12073","=""12073""","35.01","2021-01-14","","New York Times","United States"
"County","Levy","FL","12075","=""12075""","70.72","2021-01-14","","New York Times","United States"
"County","Liberty","FL","12077","=""12077""","93.46","2021-01-14","","New York Times","United States"
"County","Madison","FL","12079","=""12079""","39.97","2021-01-14","","New York Times","United States"
"County","Manatee","FL","12081","=""12081""","18.52","2021-01-14","","New York Times","United States"
"County","Marion","FL","12083","=""12083""","51.91","2021-01-14","","New York Times","United States"
"County","Martin","FL","12085","=""12085""","35.63","2021-01-14","","New York Times","United States"
"County","Miami-Dade","FL","12086","=""12086""","19.54","2021-01-14","","New York Times","United States"
"County","Monroe","FL","12087","=""12087""","150.03","2021-01-14","","New York Times","United States"
"County","Nassau","FL","12089","=""12089""","36.78","2021-01-14","","New York Times","United States"
"County","Okaloosa","FL","12091","=""12091""","39.69","2021-01-14","","New York Times","United States"
"County","Okeechobee","FL","12093","=""12093""","109.81","2021-01-14","","New York Times","United States"
"County","Orange","FL","12095","=""12095""","44.69","2021-01-14","","New York Times","United States"
"County","Osceola","FL","12097","=""12097""","49.86","2021-01-14","","New York Times","United States"
"County","Palm Beach","FL","12099","=""12099""","49.08","2021-01-14","","New York Times","United States"
"County","Pasco","FL","12101","=""12101""","44.37","2021-01-14","","New York Times","United States"
"County","Pinellas","FL","12103","=""12103""","33.65","2021-01-14","","New York Times","United States"
"County","Polk","FL","12105","=""12105""","27.79","2021-01-14","","New York Times","United States"
"County","Putnam","FL","12107","=""12107""","42.85","2021-01-14","","New York Times","United States"
"County","St. Johns","FL","12109","=""12109""","28.72","2021-01-14","","New York Times","United States"
"County","St. Lucie","FL","12111","=""12111""","61.36","2021-01-14","","New York Times","United States"
"County","Santa Rosa","FL","12113","=""12113""","4.26","2021-01-14","","New York Times","United States"
"County","Sarasota","FL","12115","=""12115""","33.31","2021-01-14","","New York Times","United States"
"County","Seminole","FL","12117","=""12117""","40.71","2021-01-14","","New York Times","United States"
"County","Sumter","FL","12119","=""12119""","15.42","2021-01-14","","New York Times","United States"
"County","Suwannee","FL","12121","=""12121""","2.09","2021-01-14","","New York Times","United States"
"County","Taylor","FL","12123","=""12123""","53.86","2021-01-14","","New York Times","United States"
"County","Union","FL","12125","=""12125""","50.89","2021-01-14","","New York Times","United States"
"County","Volusia","FL","12127","=""12127""","41.59","2021-01-14","","New York Times","United States"
"County","Wakulla","FL","12129","=""12129""","108.06","2021-01-14","","New York Times","United States"
"County","Walton","FL","12131","=""12131""","18.91","2021-01-14","","New York Times","United States"
"County","Washington","FL","12133","=""12133""","4.89","2021-01-14","","New York Times","United States"
"County","Appling","GA","13001","=""13001""","-6.47","2021-01-14","","New York Times","United States"
"County","Atkinson","GA","13003","=""13003""","32.57","2021-01-14","","New York Times","United States"
"County","Bacon","GA","13005","=""13005""","136.25","2021-01-14","","New York Times","United States"
"County","Baker","GA","13007","=""13007""","21.71","2021-01-14","","New York Times","United States"
"County","Baldwin","GA","13009","=""13009""","12.68","2021-01-14","","New York Times","United States"
"County","Banks","GA","13011","=""13011""","41.59","2021-01-14","","New York Times","United States"
"County","Barrow","GA","13013","=""13013""","78.94","2021-01-14","","New York Times","United States"
"County","Bartow","GA","13015","=""13015""","34.60","2021-01-14","","New York Times","United States"
"County","Ben Hill","GA","13017","=""13017""","71.26","2021-01-14","","New York Times","United States"
"County","Berrien","GA","13019","=""13019""","-10.20","2021-01-14","","New York Times","United States"
"County","Bibb","GA","13021","=""13021""","30.79","2021-01-14","","New York Times","United States"
"County","Bleckley","GA","13023","=""13023""","21.43","2021-01-14","","New York Times","United States"
"County","Brantley","GA","13025","=""13025""","8.42","2021-01-14","","New York Times","United States"
"County","Brooks","GA","13027","=""13027""","-1.56","2021-01-14","","New York Times","United States"
"County","Bryan","GA","13029","=""13029""","53.86","2021-01-14","","New York Times","United States"
"County","Bulloch","GA","13031","=""13031""","81.89","2021-01-14","","New York Times","United States"
"County","Burke","GA","13033","=""13033""","199.89","2021-01-14","","New York Times","United States"
"County","Butts","GA","13035","=""13035""","31.79","2021-01-14","","New York Times","United States"
"County","Calhoun","GA","13037","=""13037""","330.11","2021-01-14","","New York Times","United States"
"County","Camden","GA","13039","=""13039""","-2.19","2021-01-14","","New York Times","United States"
"County","Candler","GA","13043","=""13043""","75.05","2021-01-14","","New York Times","United States"
"County","Carroll","GA","13045","=""13045""","24.69","2021-01-14","","New York Times","United States"
"County","Catoosa","GA","13047","=""13047""","79.75","2021-01-14","","New York Times","United States"
"County","Charlton","GA","13049","=""13049""","11.04","2021-01-14","","New York Times","United States"
"County","Chatham","GA","13051","=""13051""","61.44","2021-01-14","","New York Times","United States"
"County","Chattahoochee","GA","13053","=""13053""","23.18","2021-01-14","","New York Times","United States"
"County","Chattooga","GA","13055","=""13055""","32.62","2021-01-14","","New York Times","United States"
"County","Cherokee","GA","13057","=""13057""","37.38","2021-01-14","","New York Times","United States"
"County","Clarke","GA","13059","=""13059""","83.26","2021-01-14","","New York Times","United States"
"County","Clay","GA","13061","=""13061""","200.00","2021-01-14","","New York Times","United States"
"County","Clayton","GA","13063","=""13063""","60.13","2021-01-14","","New York Times","United States"
"County","Clinch","GA","13065","=""13065""","86.17","2021-01-14","","New York Times","United States"
"County","Cobb","GA","13067","=""13067""","46.91","2021-01-14","","New York Times","United States"
"County","Coffee","GA","13069","=""13069""","51.46","2021-01-14","","New York Times","United States"
"County","Colquitt","GA","13071","=""13071""","65.05","2021-01-14","","New York Times","United States"
"County","Columbia","GA","13073","=""13073""","34.55","2021-01-14","","New York Times","United States"
"County","Cook","GA","13075","=""13075""","-21.35","2021-01-14","","New York Times","United States"
"County","Coweta","GA","13077","=""13077""","29.03","2021-01-14","","New York Times","United States"
"County","Crawford","GA","13079","=""13079""","-24.40","2021-01-14","","New York Times","United States"
"County","Crisp","GA","13081","=""13081""","20.25","2021-01-14","","New York Times","United States"
"County","Dade","GA","13083","=""13083""","24.98","2021-01-14","","New York Times","United States"
"County","Dawson","GA","13085","=""13085""","51.36","2021-01-14","","New York Times","United States"
"County","Decatur","GA","13087","=""13087""","76.92","2021-01-14","","New York Times","United States"
"County","DeKalb","GA","13089","=""13089""","49.73","2021-01-14","","New York Times","United States"
"County","Dodge","GA","13091","=""13091""","50.94","2021-01-14","","New York Times","United States"
"County","Dooly","GA","13093","=""13093""","115.75","2021-01-14","","New York Times","United States"
"County","Dougherty","GA","13095","=""13095""","113.29","2021-01-14","","New York Times","United States"
"County","Douglas","GA","13097","=""13097""","65.86","2021-01-14","","New York Times","United States"
"County","Early","GA","13099","=""13099""","150.00","2021-01-14","","New York Times","United States"
"County","Echols","GA","13101","=""13101""","-12.04","2021-01-14","","New York Times","United States"
"County","Effingham","GA","13103","=""13103""","37.28","2021-01-14","","New York Times","United States"
